Date,Names,Loan_Purpose,Guarantor,Amount,Payment_Mode,Employment,Other Income,Marital_Status,Loan_Status,Interest_rate
2007-11-11,James,Business,Present,796941,Online,Unemployed,Yes,Married,Rejected,15%
2007-11-12,Blessing,Business,Absence,681356,Online,Self-employed,No,Divorce,Rejected,10%
2007-11-13,Queen,Rent,Present,683965,Online,Employed,Yes,Single,Approved,15%
2007-11-14,Eniola,Business,Present,823044,Online,Employed,Yes,Single,Approved,15%
2007-11-15,James,Business,Absence,874471,Cash,Self-employed,No,Single,Rejected,8%
2007-11-16,John,Rent,Absence,459990,Online,Employed,Yes,Single,Approved,10%
2007-11-17,Blessing,Food,Present,773232,Cash,Unemployed,No,Single,Rejected,8%
2007-11-18,James,School Fees,Present,591163,Cash,Unemployed,Yes,Single,Approved,10%
2007-11-19,Esther,School Fees,Absence,879583,Online,Unemployed,No,Single,Rejected,20%
2007-11-20,John,Others,Present,232627,Cash,Employed,Yes,Divorce,Approved,8%
2007-11-21,Paul,Business,Absence,294215,Online,Unemployed,No,Married,Rejected,15%
2007-11-22,Propser,Food,Absence,899690,Cash,Employed,No,Divorce,Approved,10%
2007-11-23,Propser,Business,Absence,381791,Cash,Employed,Yes,Single,Approved,10%
2007-11-24,James,Food,Absence,678569,Online,Unemployed,No,Married,Approved,20%
2007-11-25,Esther,Rent,Absence,303856,Cash,Employed,No,Married,Rejected,8%
2007-11-26,Paul,Others,Present,139543,Cash,Unemployed,Yes,Divorce,Rejected,15%
2007-11-27,Daniel,Rent,Absence,582894,Online,Employed,Yes,Married,Approved,20%
2007-11-28,Queen,School Fees,Absence,73920,Cash,Unemployed,No,Single,Rejected,20%
2007-11-29,Blessing,Business,Present,266641,Online,Unemployed,No,Single,Approved,15%
2007-11-30,Paul,Rent,Absence,108531,Online,Self-employed,Yes,Divorce,Approved,20%
2007-12-01,Eniola,Business,Present,549696,Cash,Self-employed,No,Married,Approved,15%
2007-12-02,Daniel,Others,Present,705314,Cash,Unemployed,Yes,Divorce,Approved,20%
2007-12-03,Blessing,School Fees,Present,501164,Online,Unemployed,No,Married,Rejected,8%
2007-12-04,Blessing,Business,Present,589232,Online,Employed,Yes,Divorce,Rejected,8%
2007-12-05,Daniel,Business,Absence,500617,Online,Unemployed,No,Married,Rejected,15%
2007-12-06,John,School Fees,Absence,704578,Online,Self-employed,Yes,Married,Approved,8%
2007-12-07,Janet,Rent,Absence,826952,Cash,Employed,Yes,Single,Approved,15%
2007-12-08,Daniel,Food,Absence,180464,Cash,Self-employed,Yes,Married,Approved,10%
2007-12-09,Propser,Food,Present,970384,Cash,Unemployed,Yes,Married,Rejected,10%
2007-12-10,James,Business,Present,337843,Cash,Employed,Yes,Divorce,Rejected,8%
2007-12-11,Janet,Food,Present,656712,Online,Unemployed,Yes,Married,Approved,10%
2007-12-12,Esther,Business,Present,521223,Online,Employed,Yes,Married,Approved,20%
2007-12-13,Propser,Others,Present,856668,Cash,Employed,No,Divorce,Approved,10%
2007-12-14,Janet,School Fees,Absence,54212,Cash,Employed,No,Single,Approved,20%
2007-12-15,Esther,Business,Present,485868,Online,Self-employed,Yes,Divorce,Rejected,15%
2007-12-16,John,Food,Absence,60890,Cash,Employed,Yes,Divorce,Approved,10%
2007-12-17,Janet,Rent,Present,774541,Cash,Employed,Yes,Divorce,Approved,20%
2007-12-18,Blessing,School Fees,Present,775054,Online,Unemployed,No,Divorce,Approved,10%
2007-12-19,James,Rent,Absence,271808,Online,Self-employed,No,Single,Rejected,10%
2007-12-20,Blessing,School Fees,Present,712766,Online,Employed,No,Divorce,Rejected,10%
2007-12-21,Queen,Food,Absence,273051,Online,Self-employed,No,Single,Approved,10%
2007-12-22,James,Others,Present,948141,Cash,Employed,No,Divorce,Rejected,10%
2007-12-23,Paul,Others,Present,453980,Online,Self-employed,Yes,Divorce,Rejected,15%
2007-12-24,Esther,Rent,Present,81014,Online,Self-employed,Yes,Divorce,Approved,20%
2007-12-25,John,School Fees,Absence,438090,Cash,Self-employed,No,Single,Approved,10%
2007-12-26,Blessing,School Fees,Present,265333,Online,Unemployed,Yes,Single,Approved,20%
2007-12-27,John,School Fees,Present,622019,Cash,Employed,Yes,Married,Approved,20%
2007-12-28,Janet,School Fees,Present,76444,Online,Self-employed,No,Married,Approved,8%
2007-12-29,Daniel,Business,Present,836835,Online,Employed,Yes,Married,Rejected,8%
2007-12-30,Janet,Food,Present,619007,Cash,Unemployed,Yes,Single,Approved,15%
2007-12-31,Queen,Others,Present,948930,Cash,Self-employed,Yes,Divorce,Rejected,15%
2008-01-01,Queen,Food,Absence,823444,Cash,Employed,No,Single,Approved,10%
2008-01-02,Janet,Others,Present,552964,Online,Self-employed,Yes,Married,Approved,15%
2008-01-03,Janet,School Fees,Absence,533016,Online,Self-employed,Yes,Divorce,Approved,10%
2008-01-04,Paul,Food,Absence,689082,Online,Self-employed,No,Married,Rejected,15%
2008-01-05,Daniel,Rent,Absence,965721,Online,Employed,No,Divorce,Rejected,8%
2008-01-06,Propser,Others,Absence,662941,Online,Unemployed,No,Single,Rejected,20%
2008-01-07,Esther,Others,Present,801369,Online,Employed,No,Single,Approved,10%
2008-01-08,Paul,School Fees,Absence,537663,Cash,Unemployed,No,Married,Rejected,8%
2008-01-09,Daniel,School Fees,Absence,906775,Online,Self-employed,No,Married,Approved,20%
2008-01-10,John,Others,Absence,946023,Online,Employed,Yes,Single,Approved,15%
2008-01-11,Queen,Others,Absence,241562,Cash,Self-employed,No,Single,Rejected,20%
2008-01-12,Queen,Business,Absence,88082,Online,Self-employed,No,Single,Approved,15%
2008-01-13,John,Rent,Present,818113,Online,Self-employed,No,Single,Rejected,20%
2008-01-14,Blessing,Others,Present,534590,Online,Employed,Yes,Married,Approved,20%
2008-01-15,Queen,Business,Present,298963,Cash,Self-employed,No,Single,Approved,10%
2008-01-16,John,Food,Absence,572823,Online,Unemployed,Yes,Married,Approved,10%
2008-01-17,James,Food,Present,226510,Cash,Self-employed,Yes,Divorce,Rejected,10%
2008-01-18,Daniel,Rent,Present,260574,Online,Employed,No,Single,Rejected,15%
2008-01-19,James,Business,Present,257161,Cash,Unemployed,Yes,Divorce,Approved,10%
2008-01-20,Blessing,School Fees,Absence,708358,Online,Unemployed,No,Single,Approved,20%
2008-01-21,Janet,School Fees,Absence,724529,Online,Employed,No,Divorce,Rejected,8%
2008-01-22,Janet,Others,Present,124264,Cash,Unemployed,No,Married,Rejected,8%
2008-01-23,Blessing,Rent,Absence,964774,Cash,Employed,Yes,Married,Rejected,10%
2008-01-24,Esther,School Fees,Absence,190504,Online,Self-employed,Yes,Single,Rejected,8%
2008-01-25,Janet,School Fees,Absence,750976,Online,Self-employed,Yes,Single,Rejected,20%
2008-01-26,Blessing,School Fees,Present,687708,Online,Unemployed,No,Divorce,Approved,15%
2008-01-27,Esther,School Fees,Absence,80001,Online,Employed,Yes,Single,Rejected,10%
2008-01-28,Propser,Food,Absence,807798,Online,Unemployed,No,Married,Rejected,10%
2008-01-29,James,Food,Present,881067,Cash,Employed,No,Married,Rejected,10%
2008-01-30,Propser,Rent,Present,270892,Cash,Self-employed,Yes,Married,Rejected,8%
2008-01-31,Esther,Others,Present,309564,Online,Self-employed,Yes,Married,Rejected,20%
2008-02-01,Paul,Food,Present,599299,Online,Self-employed,No,Single,Approved,10%
2008-02-02,Daniel,Others,Present,265626,Cash,Employed,Yes,Divorce,Approved,15%
2008-02-03,Esther,Rent,Present,986312,Cash,Employed,Yes,Married,Approved,20%
2008-02-04,James,Food,Present,597332,Cash,Self-employed,No,Divorce,Rejected,8%
2008-02-05,James,Food,Present,571382,Online,Employed,No,Married,Rejected,8%
2008-02-06,Queen,Business,Absence,800391,Cash,Unemployed,Yes,Single,Approved,10%
2008-02-07,Blessing,School Fees,Absence,411959,Online,Employed,Yes,Single,Rejected,15%
2008-02-08,John,Food,Absence,544974,Online,Unemployed,Yes,Married,Rejected,10%
2008-02-09,Queen,Food,Absence,487643,Cash,Unemployed,No,Single,Approved,20%
2008-02-10,Paul,School Fees,Present,153041,Online,Self-employed,Yes,Divorce,Approved,8%
2008-02-11,Queen,School Fees,Present,687449,Online,Self-employed,No,Married,Rejected,20%
2008-02-12,Queen,Others,Present,186454,Cash,Employed,No,Divorce,Rejected,20%
2008-02-13,Propser,School Fees,Absence,758429,Online,Unemployed,Yes,Married,Rejected,20%
2008-02-14,Queen,School Fees,Absence,436113,Cash,Unemployed,No,Single,Rejected,20%
2008-02-15,Eniola,Food,Present,612647,Online,Self-employed,No,Married,Rejected,8%
2008-02-16,Queen,Rent,Present,281815,Cash,Employed,Yes,Married,Approved,10%
2008-02-17,Janet,Others,Absence,233837,Online,Employed,Yes,Divorce,Approved,20%
2008-02-18,Janet,School Fees,Present,143969,Online,Self-employed,Yes,Divorce,Rejected,20%
2008-02-19,James,Others,Present,460005,Online,Employed,No,Single,Approved,10%
2008-02-20,Paul,Business,Present,396622,Online,Unemployed,No,Single,Approved,20%
2008-02-21,Propser,Food,Absence,715773,Online,Unemployed,Yes,Divorce,Rejected,15%
2008-02-22,Eniola,Others,Absence,944375,Cash,Self-employed,Yes,Divorce,Approved,15%
2008-02-23,Esther,Business,Present,752211,Cash,Unemployed,No,Divorce,Approved,10%
2008-02-24,Queen,Rent,Absence,677827,Online,Employed,No,Married,Rejected,8%
2008-02-25,Blessing,Rent,Absence,468241,Online,Self-employed,No,Married,Approved,8%
2008-02-26,Eniola,School Fees,Absence,619109,Online,Unemployed,No,Divorce,Approved,15%
2008-02-27,Paul,Rent,Present,957617,Online,Self-employed,No,Married,Approved,10%
2008-02-28,Propser,School Fees,Present,715381,Online,Employed,No,Single,Approved,15%
2008-02-29,James,School Fees,Present,592516,Cash,Employed,Yes,Single,Rejected,20%
2008-03-01,Eniola,School Fees,Absence,66513,Cash,Unemployed,Yes,Divorce,Approved,10%
2008-03-02,Janet,Food,Present,234667,Cash,Employed,No,Single,Approved,10%
2008-03-03,Queen,Others,Absence,624922,Cash,Self-employed,No,Married,Approved,15%
2008-03-04,Propser,Food,Absence,255567,Cash,Unemployed,Yes,Divorce,Rejected,20%
2008-03-05,Esther,Rent,Absence,674394,Cash,Employed,No,Married,Approved,15%
2008-03-06,Queen,School Fees,Present,569646,Online,Employed,No,Single,Approved,15%
2008-03-07,Paul,Rent,Present,463661,Cash,Employed,Yes,Married,Rejected,15%
2008-03-08,Propser,Food,Absence,523169,Online,Unemployed,Yes,Married,Approved,10%
2008-03-09,Paul,Others,Absence,559059,Cash,Self-employed,No,Divorce,Rejected,8%
2008-03-10,Blessing,Others,Present,919679,Cash,Employed,Yes,Single,Approved,20%
2008-03-11,Paul,Rent,Absence,74244,Cash,Employed,Yes,Single,Rejected,10%
2008-03-12,John,Rent,Present,521955,Online,Unemployed,No,Married,Rejected,15%
2008-03-13,Queen,Food,Absence,654956,Online,Unemployed,No,Single,Rejected,20%
2008-03-14,Propser,School Fees,Present,271662,Online,Self-employed,No,Married,Approved,10%
2008-03-15,Daniel,Others,Absence,520295,Online,Employed,Yes,Married,Approved,10%
2008-03-16,James,School Fees,Absence,290680,Cash,Self-employed,No,Married,Rejected,15%
2008-03-17,James,Business,Absence,411445,Cash,Employed,Yes,Divorce,Approved,8%
2008-03-18,John,Rent,Present,506092,Online,Self-employed,No,Married,Approved,10%
2008-03-19,James,Others,Absence,124042,Online,Employed,No,Single,Approved,15%
2008-03-20,James,School Fees,Present,262057,Online,Employed,Yes,Divorce,Approved,8%
2008-03-21,Queen,Others,Present,670602,Cash,Self-employed,Yes,Divorce,Rejected,20%
2008-03-22,Propser,School Fees,Absence,297646,Online,Employed,Yes,Divorce,Rejected,15%
2008-03-23,John,Others,Present,512276,Online,Self-employed,No,Divorce,Approved,10%
2008-03-24,Paul,School Fees,Absence,924045,Online,Employed,No,Married,Approved,8%
2008-03-25,Paul,Others,Absence,883817,Online,Self-employed,No,Divorce,Approved,10%
2008-03-26,Paul,Business,Absence,719654,Cash,Employed,No,Single,Rejected,8%
2008-03-27,Janet,Others,Absence,179742,Cash,Employed,Yes,Single,Rejected,15%
2008-03-28,Propser,Food,Present,196396,Online,Unemployed,No,Married,Approved,15%
2008-03-29,Janet,Rent,Absence,245323,Cash,Unemployed,Yes,Divorce,Rejected,10%
2008-03-30,John,Business,Present,89214,Cash,Unemployed,No,Divorce,Approved,15%
2008-03-31,Paul,Business,Present,657616,Cash,Self-employed,No,Single,Approved,10%
2008-04-01,Esther,Business,Absence,467085,Cash,Self-employed,Yes,Single,Approved,8%
2008-04-02,Blessing,Business,Absence,789580,Online,Self-employed,Yes,Single,Approved,15%
2008-04-03,Queen,School Fees,Present,530801,Online,Self-employed,No,Single,Rejected,20%
2008-04-04,Propser,Others,Present,690496,Cash,Employed,Yes,Divorce,Rejected,8%
2008-04-05,John,Food,Absence,964476,Cash,Unemployed,Yes,Married,Approved,8%
2008-04-06,Queen,Food,Present,298590,Cash,Self-employed,No,Single,Approved,10%
2008-04-07,James,Others,Present,968014,Online,Employed,Yes,Single,Rejected,20%
2008-04-08,Propser,Rent,Absence,938618,Cash,Self-employed,Yes,Married,Rejected,15%
2008-04-09,Eniola,Rent,Absence,135247,Cash,Employed,No,Divorce,Rejected,10%
2008-04-10,Esther,Others,Absence,572173,Online,Self-employed,No,Married,Approved,15%
2008-04-11,Queen,School Fees,Present,199408,Cash,Self-employed,No,Divorce,Rejected,10%
2008-04-12,John,School Fees,Absence,298402,Cash,Employed,No,Divorce,Rejected,15%
2008-04-13,James,Food,Present,864683,Online,Employed,No,Married,Rejected,20%
2008-04-14,John,Others,Absence,804510,Cash,Employed,Yes,Married,Rejected,20%
2008-04-15,Paul,School Fees,Absence,191266,Cash,Unemployed,No,Divorce,Rejected,8%
2008-04-16,Paul,School Fees,Absence,620951,Online,Employed,Yes,Single,Rejected,20%
2008-04-17,Eniola,School Fees,Present,246269,Cash,Unemployed,No,Married,Approved,8%
2008-04-18,Daniel,Rent,Present,692370,Cash,Employed,Yes,Married,Rejected,8%
2008-04-19,Eniola,Others,Absence,298580,Online,Unemployed,Yes,Divorce,Approved,10%
2008-04-20,Janet,Business,Present,853574,Online,Self-employed,Yes,Single,Rejected,15%
2008-04-21,James,Business,Absence,908221,Online,Self-employed,No,Single,Approved,8%
2008-04-22,Esther,Business,Present,915940,Cash,Employed,No,Married,Approved,8%
2008-04-23,Eniola,Others,Absence,668985,Online,Employed,Yes,Single,Rejected,15%
2008-04-24,Janet,School Fees,Absence,957597,Online,Self-employed,Yes,Married,Rejected,8%
2008-04-25,Blessing,Others,Present,624449,Cash,Unemployed,No,Married,Rejected,8%
2008-04-26,Eniola,School Fees,Absence,416677,Cash,Unemployed,No,Married,Rejected,8%
2008-04-27,Propser,Business,Present,192451,Online,Self-employed,No,Married,Approved,10%
2008-04-28,Queen,Business,Present,380387,Cash,Employed,Yes,Married,Rejected,8%
2008-04-29,John,Others,Absence,862072,Online,Self-employed,Yes,Single,Approved,15%
2008-04-30,James,Business,Present,117599,Online,Employed,No,Divorce,Approved,15%
2008-05-01,Esther,Business,Absence,485455,Cash,Self-employed,No,Single,Rejected,8%
2008-05-02,Eniola,Food,Absence,305901,Cash,Employed,Yes,Married,Approved,10%
2008-05-03,Propser,Business,Present,626667,Cash,Unemployed,Yes,Married,Rejected,20%
2008-05-04,Esther,Food,Present,732163,Online,Employed,No,Divorce,Approved,20%
2008-05-05,Propser,School Fees,Present,158631,Cash,Self-employed,Yes,Divorce,Approved,8%
2008-05-06,John,School Fees,Present,818812,Online,Unemployed,No,Single,Rejected,15%
2008-05-07,Eniola,Rent,Absence,197635,Online,Self-employed,No,Single,Approved,10%
2008-05-08,Eniola,Others,Absence,270685,Online,Employed,Yes,Single,Approved,15%
2008-05-09,Paul,Others,Absence,470426,Online,Employed,No,Single,Rejected,15%
2008-05-10,Janet,Rent,Absence,843727,Online,Unemployed,No,Single,Rejected,20%
2008-05-11,James,Business,Absence,685754,Cash,Self-employed,Yes,Married,Approved,8%
2008-05-12,Paul,Others,Present,379404,Cash,Unemployed,Yes,Single,Rejected,15%
2008-05-13,James,Food,Absence,204098,Cash,Unemployed,Yes,Married,Approved,15%
2008-05-14,Esther,Rent,Absence,302012,Online,Unemployed,No,Single,Rejected,10%
2008-05-15,Paul,School Fees,Absence,660618,Online,Employed,Yes,Single,Approved,20%
2008-05-16,Janet,Food,Present,490526,Cash,Employed,Yes,Divorce,Approved,15%
2008-05-17,Paul,Business,Absence,740188,Cash,Employed,No,Married,Rejected,15%
2008-05-18,John,Business,Present,132272,Cash,Self-employed,No,Single,Rejected,8%
2008-05-19,Esther,Food,Absence,678953,Online,Unemployed,No,Divorce,Rejected,15%
2008-05-20,Blessing,Rent,Present,456621,Online,Employed,No,Single,Rejected,20%
2008-05-21,Daniel,Rent,Present,763349,Online,Unemployed,Yes,Single,Rejected,8%
2008-05-22,Queen,Business,Present,791913,Cash,Employed,Yes,Single,Approved,8%
2008-05-23,Blessing,Food,Present,824138,Online,Employed,Yes,Married,Approved,8%
2008-05-24,Propser,Business,Absence,556388,Cash,Unemployed,No,Divorce,Approved,10%
2008-05-25,Paul,Rent,Absence,875760,Cash,Unemployed,No,Married,Approved,10%
2008-05-26,James,School Fees,Present,182868,Online,Unemployed,Yes,Single,Rejected,15%
2008-05-27,Daniel,Food,Absence,143339,Cash,Unemployed,Yes,Divorce,Rejected,15%
2008-05-28,Propser,Rent,Present,295388,Online,Employed,Yes,Single,Rejected,8%
2008-05-29,Janet,Others,Present,202826,Cash,Unemployed,No,Single,Rejected,10%
2008-05-30,Daniel,Rent,Present,886165,Online,Unemployed,No,Divorce,Rejected,20%
2008-05-31,James,Others,Present,936319,Cash,Unemployed,Yes,Single,Rejected,10%
2008-06-01,Queen,Business,Present,553633,Cash,Self-employed,No,Divorce,Rejected,8%
2008-06-02,Paul,Food,Absence,728209,Online,Self-employed,Yes,Married,Rejected,15%
2008-06-03,James,School Fees,Absence,906930,Cash,Employed,Yes,Divorce,Rejected,10%
2008-06-04,Queen,Others,Absence,635679,Cash,Employed,Yes,Single,Approved,20%
2008-06-05,Propser,School Fees,Present,125222,Cash,Self-employed,No,Divorce,Rejected,8%
2008-06-06,Propser,Food,Absence,85576,Online,Self-employed,No,Divorce,Approved,15%
2008-06-07,John,Food,Absence,537829,Online,Unemployed,No,Married,Rejected,10%
2008-06-08,Queen,Business,Present,376429,Online,Employed,No,Single,Rejected,8%
2008-06-09,Esther,Business,Absence,976879,Online,Unemployed,No,Married,Rejected,10%
2008-06-10,Queen,School Fees,Present,308236,Online,Employed,No,Married,Rejected,20%
2008-06-11,Daniel,Rent,Present,687806,Online,Self-employed,Yes,Single,Approved,20%
2008-06-12,James,Food,Absence,552114,Cash,Employed,No,Single,Rejected,20%
2008-06-13,James,Business,Absence,377877,Online,Employed,Yes,Married,Approved,8%
2008-06-14,Eniola,Rent,Present,201124,Online,Self-employed,Yes,Single,Rejected,15%
2008-06-15,John,Food,Present,702745,Online,Unemployed,Yes,Married,Rejected,15%
2008-06-16,Janet,Food,Present,951177,Cash,Unemployed,No,Divorce,Rejected,10%
2008-06-17,John,Business,Absence,387527,Cash,Unemployed,No,Married,Approved,10%
2008-06-18,Propser,Food,Present,77447,Online,Unemployed,No,Divorce,Rejected,20%
2008-06-19,John,Rent,Present,167584,Online,Self-employed,No,Divorce,Approved,10%
2008-06-20,Paul,Food,Present,280844,Cash,Employed,No,Single,Approved,20%
2008-06-21,Queen,Others,Absence,379474,Online,Unemployed,Yes,Single,Rejected,10%
2008-06-22,Queen,School Fees,Present,498138,Online,Employed,No,Divorce,Approved,20%
2008-06-23,Blessing,Others,Absence,978681,Cash,Unemployed,No,Divorce,Approved,10%
2008-06-24,Queen,Others,Present,365827,Online,Employed,No,Married,Approved,20%
2008-06-25,Janet,Business,Present,889101,Cash,Unemployed,Yes,Divorce,Approved,15%
2008-06-26,Propser,Food,Present,235009,Online,Unemployed,Yes,Single,Rejected,8%
2008-06-27,Propser,Rent,Present,762734,Cash,Employed,No,Divorce,Approved,10%
2008-06-28,Blessing,Food,Absence,786309,Online,Unemployed,No,Married,Approved,8%
